"","WORD","FREQ","FREQ_1","total_word","prob","ln_prob"
"1307","reportando","1",2,11188,0.000178762960314623,-8.6294498737619
"1308","representado","1",2,11188,0.000178762960314623,-8.6294498737619
"1309","representando","1",2,11188,0.000178762960314623,-8.6294498737619
"1310","reprueba","1",2,11188,0.000178762960314623,-8.6294498737619
"1311","reserva","1",2,11188,0.000178762960314623,-8.6294498737619
"1312","resistencia","1",2,11188,0.000178762960314623,-8.6294498737619
"1313","respetable","1",2,11188,0.000178762960314623,-8.6294498737619
"1314","respeten","1",2,11188,0.000178762960314623,-8.6294498737619
"1315","resumen","1",2,11188,0.000178762960314623,-8.6294498737619
"1316","revancha","1",2,11188,0.000178762960314623,-8.6294498737619
"1317","revealed","1",2,11188,0.000178762960314623,-8.6294498737619
"1318","revive","1",2,11188,0.000178762960314623,-8.6294498737619
"1319","riesgo","1",2,11188,0.000178762960314623,-8.6294498737619
"1320","rionegro","1",2,11188,0.000178762960314623,-8.6294498737619
"1321","rionegroaguilas","1",2,11188,0.000178762960314623,-8.6294498737619
"1322","rivera","1",2,11188,0.000178762960314623,-8.6294498737619
"1323","roberto","1",2,11188,0.000178762960314623,-8.6294498737619
"1324","rodadero","1",2,11188,0.000178762960314623,-8.6294498737619
"1325","rojo","1",2,11188,0.000178762960314623,-8.6294498737619
"1326","romo","1",2,11188,0.000178762960314623,-8.6294498737619
"1327","romper","1",2,11188,0.000178762960314623,-8.6294498737619
"1328","romperla","1",2,11188,0.000178762960314623,-8.6294498737619
"1329","rubsainz","1",2,11188,0.000178762960314623,-8.6294498737619
"1330","s","1",2,11188,0.000178762960314623,-8.6294498737619
"1331","sa","1",2,11188,0.000178762960314623,-8.6294498737619
"1332","sabe","1",2,11188,0.000178762960314623,-8.6294498737619
"1333","saben","1",2,11188,0.000178762960314623,-8.6294498737619
"1334","sabritones","1",2,11188,0.000178762960314623,-8.6294498737619
"1335","sacando","1",2,11188,0.000178762960314623,-8.6294498737619
"1336","sacar","1",2,11188,0.000178762960314623,-8.6294498737619
"1337","saco","1",2,11188,0.000178762960314623,-8.6294498737619
"1338","sagrado","1",2,11188,0.000178762960314623,-8.6294498737619
"1339","salen","1",2,11188,0.000178762960314623,-8.6294498737619
"1340","salio","1",2,11188,0.000178762960314623,-8.6294498737619
"1341","salud","1",2,11188,0.000178762960314623,-8.6294498737619
"1342","saludo","1",2,11188,0.000178762960314623,-8.6294498737619
"1343","salvamos","1",2,11188,0.000178762960314623,-8.6294498737619
"1344","sancion","1",2,11188,0.000178762960314623,-8.6294498737619
"1345","sanciones","1",2,11188,0.000178762960314623,-8.6294498737619
"1346","santurron","1",2,11188,0.000178762960314623,-8.6294498737619
"1347","sconoce","1",2,11188,0.000178762960314623,-8.6294498737619
"1348","sector","1",2,11188,0.000178762960314623,-8.6294498737619
"1349","see","1",2,11188,0.000178762960314623,-8.6294498737619
"1350","seguirnos","1",2,11188,0.000178762960314623,-8.6294498737619
"1351","segundo","1",2,11188,0.000178762960314623,-8.6294498737619
"1352","segura","1",2,11188,0.000178762960314623,-8.6294498737619
"1353","senor","1",2,11188,0.000178762960314623,-8.6294498737619
"1354","sensaciones","1",2,11188,0.000178762960314623,-8.6294498737619
"1355","sentido","1",2,11188,0.000178762960314623,-8.6294498737619
"1356","sentir","1",2,11188,0.000178762960314623,-8.6294498737619
"1357","seran","1",2,11188,0.000178762960314623,-8.6294498737619
"1358","serfieraesunorgullo","1",2,11188,0.000178762960314623,-8.6294498737619
"1359","servicios","1",2,11188,0.000178762960314623,-8.6294498737619
"1360","serviciotm","1",2,11188,0.000178762960314623,-8.6294498737619
"1361","sesion","1",2,11188,0.000178762960314623,-8.6294498737619
"1362","sieeeeempre","1",2,11188,0.000178762960314623,-8.6294498737619
"1363","siempreamerica","1",2,11188,0.000178762960314623,-8.6294498737619
"1364","siente","1",2,11188,0.000178762960314623,-8.6294498737619
"1365","siento","1",2,11188,0.000178762960314623,-8.6294498737619
"1366","sigo","1",2,11188,0.000178762960314623,-8.6294498737619
"1367","silbatazo","1",2,11188,0.000178762960314623,-8.6294498737619
"1368","simientos","1",2,11188,0.000178762960314623,-8.6294498737619
"1369","situacio","1",2,11188,0.000178762960314623,-8.6294498737619
"1370","somosguilas","1",2,11188,0.000178762960314623,-8.6294498737619
"1371","somospapaguila","1",2,11188,0.000178762960314623,-8.6294498737619
"1372","soncosasdelcorazn","1",2,11188,0.000178762960314623,-8.6294498737619
"1373","sos","1",2,11188,0.000178762960314623,-8.6294498737619
"1374","soyantoniohg","1",2,11188,0.000178762960314623,-8.6294498737619
"1375","sport","1",2,11188,0.000178762960314623,-8.6294498737619
"1376","sports","1",2,11188,0.000178762960314623,-8.6294498737619
"1377","still","1",2,11188,0.000178762960314623,-8.6294498737619
"1378","sudando","1",2,11188,0.000178762960314623,-8.6294498737619
"1379","suerte","1",2,11188,0.000178762960314623,-8.6294498737619
"1380","suficientes","1",2,11188,0.000178762960314623,-8.6294498737619
"1381","supera","1",2,11188,0.000178762960314623,-8.6294498737619
"1382","superado","1",2,11188,0.000178762960314623,-8.6294498737619
"1383","supercupni","1",2,11188,0.000178762960314623,-8.6294498737619
"1384","suplente","1",2,11188,0.000178762960314623,-8.6294498737619
"1385","supremacia","1",2,11188,0.000178762960314623,-8.6294498737619
"1386","t","1",2,11188,0.000178762960314623,-8.6294498737619
"1387","ta","1",2,11188,0.000178762960314623,-8.6294498737619
"1388","talento","1",2,11188,0.000178762960314623,-8.6294498737619
"1389","talentos","1",2,11188,0.000178762960314623,-8.6294498737619
"1390","tambi","1",2,11188,0.000178762960314623,-8.6294498737619
"1391","tanto","1",2,11188,0.000178762960314623,-8.6294498737619
"1392","taquilla","1",2,11188,0.000178762960314623,-8.6294498737619
"1393","tarde","1",2,11188,0.000178762960314623,-8.6294498737619
"1394","tardes","1",2,11188,0.000178762960314623,-8.6294498737619
"1395","tarjeta","1",2,11188,0.000178762960314623,-8.6294498737619
"1396","tdnsiempreguilas","1",2,11188,0.000178762960314623,-8.6294498737619
"1397","telegraph","1",2,11188,0.000178762960314623,-8.6294498737619
